Date,Station,AWND,PRCP,SNOW,TMAX,TMIN
20180117,SFO,17,0,0,144,111
20180117,DEN,26,0,0,106,-93
20180118,DFW,41,0,0,89,-77
20180118,ORD,67,0,0,0,-88
20180118,SFO,26,38,0,156,100
20180118,DEN,49,0,0,183,-21
20180119,DFW,64,0,0,144,28
20180119,ORD,75,0,0,44,-21
20180119,SFO,36,0,0,139,83
20180119,DEN,47,0,0,194,17
20180120,DFW,83,8,0,228,117
20180120,ORD,37,0,0,72,0
20180120,SFO,37,0,0,133,67
20180120,DEN,44,0,0,89,-27
20180121,DFW,82,142,0,250,150
20180121,ORD,17,0,0,67,22
20180121,SFO,26,0,0,139,56
20180121,DEN,84,76,145,-21,-49
20180122,DFW,75,0,0,167,72
20180122,ORD,56,206,0,122,33
20180122,SFO,40,64,0,144,106
20180122,DEN,34,0,0,67,-127
20180123,DFW,35,0,0,161,11
20180123,ORD,57,18,13,39,-21
20180123,SFO,17,0,0,139,72
20180123,DEN,38,0,0,28,-99
20180124,DFW,15,0,0,178,0
20180124,ORD,29,5,8,-10,-27
20180124,SFO,30,69,0,156,72
20180124,DEN,60,0,0,83,-77
20180125,DFW,52,0,0,206,17
20180125,ORD,43,0,0,61,-43
20180125,SFO,33,30,0,144,72
20180125,DEN,75,0,0,122,-21
20180126,DFW,57,5,0,189,106
20180126,ORD,83,0,0,106,6
20180126,SFO,22,0,0,122,56
20180126,DEN,50,0,0,44,-82
20180127,DFW,51,15,0,194,78
20180127,ORD,55,0,0,100,22
20180127,SFO,20,0,0,156,56
20180127,DEN,37,0,0,72,-88
20180128,DFW,32,0,0,194,28
20180128,ORD,39,3,0,44,-21
20180128,SFO,23,0,0,189,78
20180128,DEN,41,0,0,111,-71
20180129,DFW,54,0,0,139,33
20180129,ORD,54,0,0,-10,-82
20180129,SFO,16,0,0,161,83
20180129,DEN,30,0,0,144,-55
20180130,DFW,56,0,0,189,6
20180130,ORD,47,0,0,-5,-93
20180130,SFO,25,0,0,178,89
20180130,DEN,62,0,0,172,33
20180131,DFW,86,0,0,250,72
20180131,ORD,62,0,0,56,-5
20180131,SFO,20,0,0,183,78
20180131,DEN,40,0,0,122,-43
20180201,DFW,73,0,0,183,67
20180201,ORD,69,0,0,17,-132
20180201,SFO,20,0,0,228,106
20180201,DEN,38,5,0,11,-77
20180202,DFW,43,0,0,128,11
20180202,ORD,46,0,0,-55,-149
20180202,SFO,13,0,0,228,106
20180202,DEN,34,0,0,156,-55
20180203,DFW,61,0,0,156,44
20180203,ORD,59,8,20,50,-55
20180203,SFO,21,0,0,244,100
20180203,DEN,54,0,0,144,-5
20180204,DFW,51,0,0,194,22
20180204,ORD,60,20,28,17,-155
20180204,SFO,17,0,0,239,106
20180204,DEN,43,0,0,83,-121
20180205,DFW,30,0,0,83,-38
20180205,ORD,31,56,56,-110,-193
20180205,SFO,28,0,0,222,117
20180205,DEN,64,0,0,133,-60
20180206,DFW,53,69,0,67,6
20180206,ORD,24,5,5,-60,-160
20180206,SFO,11,0,0,239,111
20180206,DEN,32,0,0,83,-60
20180207,DFW,54,0,0,100,-5
20180207,ORD,42,28,43,-66,-132
20180207,SFO,10,0,0,222,106
20180207,DEN,43,0,0,117,-88
20180208,DFW,19,0,0,167,-10
20180208,ORD,31,38,41,-60,-138
20180208,SFO,19,0,0,233,106
20180208,DEN,62,0,0,161,17
20180209,DFW,58,0,0,228,56
20180209,ORD,48,145,157,-21,-77
20180209,SFO,36,0,0,233,106
20180209,DEN,49,0,0,89,-88
20180210,DFW,63,0,0,161,0
20180210,ORD,43,13,20,-55,-99
20180210,SFO,63,0,0,183,117
20180210,DEN,36,36,56,-82,-127
20180211,DFW,60,0,0,67,-27
20180211,ORD,45,99,94,-55,-116
20180211,SFO,60,0,0,172,67
20180211,DEN,50,0,0,61,-177
20180212,DFW,37,0,0,89,-27
20180212,ORD,28,0,0,-27,-155
20180212,SFO,49,0,0,150,83
20180212,DEN,35,0,0,-38,-99
20180213,DFW,28,0,0,89,50
20180213,ORD,28,0,0,17,-138
20180213,SFO,35,0,0,172,94
20180213,DEN,41,0,0,144,-82
20180214,DFW,50,3,0,261,72
20180214,ORD,43,0,0,67,-43
20180214,SFO,43,0,0,156,72
20180214,DEN,56,0,0,189,11
20180215,DFW,91,0,0,278,183
20180215,ORD,28,0,0,89,33
20180215,SFO,34,0,0,178,67
20180215,DEN,50,5,5,89,-88
20180216,DFW,71,0,0,217,83
20180216,ORD,45,0,0,28,-66
20180216,SFO,25,0,0,183,56
20180216,DEN,43,0,0,56,-138
20180217,DFW,31,74,0,194,61
20180217,ORD,38,28,51,17,-82
20180217,SFO,38,0,0,194,72
20180217,DEN,49,0,0,133,-43
20180218,DFW,43,5,0,194,83
20180218,ORD,48,5,0,50,-110
20180218,SFO,94,5,0,144,72
20180218,DEN,60,0,0,206,-66
20180219,DFW,94,0,0,261,194
20180219,ORD,54,132,0,156,28
20180219,SFO,70,0,0,117,61
20180219,DEN,51,28,74,-66,-160
20180220,DFW,78,528,0,233,39
20180220,ORD,59,533,0,189,11
20180220,SFO,32,0,0,117,22
20180220,DEN,30,0,0,-105,-193
20180221,DFW,68,472,0,39,11
20180221,ORD,49,10,0,11,-27
20180221,SFO,35,0,0,133,56
20180221,DEN,33,0,0,-55,-216
20180222,DFW,36,94,0,56,11
20180222,ORD,59,0,0,44,-16
20180222,SFO,85,5,0,128,72
20180222,DEN,28,5,23,-32,-132
20180223,DFW,24,122,0,106,44
20180223,ORD,42,15,0,67,6
20180223,SFO,45,0,0,122,39
20180223,DEN,38,0,0,17,-132
20180224,DFW,37,297,0,183,83
20180224,ORD,59,41,0,100,6
20180224,SFO,51,0,0,139,39
20180224,DEN,66,0,0,22,-93
20180225,DFW,27,0,0,206,50
20180225,ORD,80,3,0,100,11
20180225,SFO,42,0,0,150,44
20180225,DEN,56,0,0,50,-93
20180226,DFW,27,0,0,211,61
20180226,ORD,39,0,0,117,-21
20180226,SFO,60,48,0,122,72
20180226,DEN,35,0,0,139,-77
20180227,DFW,32,10,0,189,94
20180227,ORD,62,0,0,167,39
20180227,SFO,50,0,0,144,67
20180227,DEN,34,0,0,133,-60
20180228,DFW,43,1199,0,217,167
20180228,ORD,50,0,0,150,28
20180228,SFO,42,41,0,133,50
20180228,DEN,36,0,0,100,-60
20180301,DFW,51,13,0,178,83
20180301,ORD,65,206,0,78,11
20180301,SFO,89,264,0,150,89
20180301,DEN,46,0,0,150,-77
20180302,DFW,31,0,0,222,61
20180302,ORD,28,0,0,89,-10
20180302,SFO,40,46,0,133,72
20180302,DEN,61,0,0,211,-32
20180303,DFW,49,0,0,239,100
20180303,ORD,35,0,0,61,6
20180303,SFO,36,13,0,117,56
20180303,DEN,54,0,0,217,56
20180304,DFW,50,5,0,222,172
20180304,ORD,55,0,0,78,0
20180304,SFO,22,0,0,128,44
20180304,DEN,92,0,0,200,-10
20180305,DFW,68,0,0,228,106
20180305,ORD,78,28,10,44,6
20180305,SFO,25,0,0,161,50
20180305,DEN,107,0,0,56,-38
20180306,DFW,57,0,0,206,50
20180306,ORD,39,18,0,50,-5
20180306,SFO,15,0,0,183,72
20180306,DEN,34,0,0,78,-93
20180307,DFW,37,0,0,167,33
20180307,ORD,61,0,0,11,-38
20180307,SFO,29,3,0,211,111
20180307,DEN,44,0,0,106,-105
20180308,DFW,37,0,0,222,61
20180308,ORD,50,0,0,11,-43
20180308,SFO,43,3,0,183,100
20180308,DEN,30,0,0,178,-43
20180309,DFW,84,0,0,256,111
20180309,ORD,29,0,0,50,-49
20180309,SFO,41,0,0,183,94
20180309,DEN,55,0,0,183,-5
20180310,DFW,36,0,0,294,172
20180310,ORD,25,0,0,50,-49
20180310,SFO,26,0,0,139,94
20180310,DEN,59,0,0,111,-43
20180311,DFW,85,0,0,211,100
20180311,ORD,37,0,0,44,-21
20180311,SFO,23,0,0,194,78
20180311,DEN,29,0,0,94,-88
20180312,DFW,39,0,0,178,50
20180312,ORD,51,0,0,78,-10
20180312,SFO,30,28,0,211,100
20180312,DEN,41,0,0,139,-49
20180313,DFW,42,0,0,183,78
20180313,ORD,48,56,56,17,-71
20180313,SFO,42,66,0,167,106
20180313,DEN,47,0,0,144,-32
20180314,DFW,29,0,0,217,28
20180314,ORD,49,0,0,89,-55
20180314,SFO,44,20,0,150,94
20180314,DEN,38,0,0,194,-10
20180315,DFW,82,0,0,261,94
20180315,ORD,41,0,0,100,-21
20180315,SFO,52,36,0,150,67
20180315,DEN,59,10,0,194,11
20180316,DFW,68,0,0,306,167
20180316,ORD,49,0,0,33,-16
20180316,SFO,44,38,0,133,83
20180316,DEN,57,0,0,133,-21
20180317,DFW,34,147,0,272,122
20180317,ORD,45,0,0,78,-10
20180317,SFO,26,0,0,133,78
20180317,DEN,60,0,0,178,-38
20180318,DFW,29,0,0,272,156
20180318,ORD,21,0,0,139,-27
20180318,SFO,19,0,0,133,50
20180318,DEN,57,84,18,111,-5
20180319,DFW,80,0,0,239,111
20180319,ORD,68,0,0,78,6
20180319,SFO,21,0,0,167,67
20180319,DEN,55,0,0,78,-27
20180320,DFW,60,0,0,200,78
20180320,ORD,76,0,0,28,-16
20180320,SFO,25,107,0,144,117
20180320,DEN,52,0,0,111,-38
20180321,DFW,30,0,0,239,78
20180321,ORD,47,0,0,44,-38
20180321,SFO,45,33,0,183,128
20180321,DEN,28,0,0,167,-32
20180322,DFW,71,0,0,272,100
20180322,ORD,31,0,0,100,-55
20180322,SFO,91,140,0,161,94
20180322,DEN,44,0,0,228,22
20180323,DFW,91,0,0,256,167
20180323,ORD,41,0,0,61,-38
20180323,SFO,34,0,0,150,78
20180323,DEN,62,0,0,222,33
20180324,DFW,48,0,0,317,183
20180324,ORD,78,0,0,44,0
20180324,SFO,37,33,0,139,89
20180324,DEN,59,0,0,200,-10
20180325,DFW,50,0,0,256,172
20180325,ORD,63,0,0,50,-27
20180325,SFO,53,15,0,139,72
20180325,DEN,58,0,0,189,-5
20180326,DFW,81,0,0,311,211
20180326,ORD,43,58,0,117,-5
20180326,SFO,49,0,0,167,72
20180326,DEN,41,69,38,128,0
20180327,DFW,40,439,0,222,144
20180327,ORD,42,38,0,106,39
20180327,SFO,40,0,0,222,94
20180327,DEN,47,13,15,83,-43
20180328,DFW,29,132,0,194,122
20180328,ORD,20,3,0,122,39
20180328,SFO,28,0,0,250,106
20180328,DEN,41,79,51,78,-10
20180329,DFW,38,0,0,233,117
20180329,ORD,40,13,0,100,17
20180329,SFO,28,0,0,272,111
20180329,DEN,49,5,0,83,-43
20180330,DFW,34,0,0,222,89
20180330,ORD,35,0,0,94,6
20180330,SFO,34,0,0,261,128
20180330,DEN,33,0,0,172,-38
20180331,DFW,69,0,0,267,106
20180331,ORD,71,23,0,144,0
20180331,SFO,48,0,0,178,106
20180331,DEN,63,0,0,150,-49
20180401,DFW,63,0,0,228,67
20180401,ORD,35,0,0,17,-43
20180401,SFO,52,0,0,194,100
20180401,DEN,40,0,0,122,-49
20180402,DFW,29,0,0,161,56
20180402,ORD,31,0,0,67,-60
20180402,SFO,79,0,0,172,106
20180402,DEN,47,0,0,233,-16
20180403,DFW,93,38,0,294,106
20180403,ORD,54,51,0,44,11
20180403,SFO,45,0,0,183,89
20180403,DEN,60,0,0,89,-27
20180404,DFW,45,0,0,178,61
20180404,ORD,68,3,5,17,-32
20180404,SFO,42,0,0,172,111
20180404,DEN,36,0,0,167,-43
20180405,DFW,63,0,0,244,78
20180405,ORD,33,18,0,56,-49
20180405,SFO,30,28,0,172,111
20180405,DEN,42,0,0,183,6
20180406,DFW,76,13,0,306,94
20180406,ORD,64,0,0,33,-38
20180406,SFO,52,282,0,178,139
20180406,DEN,65,13,0,61,-60
20180407,DFW,75,0,0,94,11
20180407,ORD,40,0,0,39,-66
20180407,SFO,55,163,0,178,117
20180407,DEN,41,0,0,144,-55
20180408,DFW,28,0,0,133,17
20180408,ORD,31,3,0,39,-60
20180408,SFO,51,0,0,178,111
20180408,DEN,67,8,0,178,44
20180409,DFW,36,0,0,211,61
20180409,ORD,27,33,51,39,-10
20180409,SFO,33,0,0,239,100
20180409,DEN,36,28,0,128,6
20180410,DFW,34,0,0,222,78
20180410,ORD,38,0,0,78,-21
20180410,SFO,49,0,0,183,117
20180410,DEN,47,0,0,217,0
20180411,DFW,75,0,0,272,94
20180411,ORD,44,13,0,189,39
20180411,SFO,57,56,0,183,106
20180411,DEN,65,0,0,261,78
20180412,DFW,109,0,0,278,167
20180412,ORD,63,8,0,228,56
20180412,SFO,69,0,0,172,89
20180412,DEN,62,13,0,261,28
20180413,DFW,98,3,0,311,178
20180413,ORD,59,18,0,83,39
20180413,SFO,41,0,0,189,78
20180413,DEN,119,13,0,67,-10
20180414,DFW,101,0,0,178,67
20180414,ORD,94,244,0,39,22
20180414,SFO,48,0,0,217,106
20180414,DEN,88,0,0,133,-27
20180415,DFW,68,0,0,183,33
20180415,ORD,61,188,5,28,-21
20180415,SFO,47,13,0,178,100
20180415,DEN,34,0,0,161,-32
20180416,DFW,55,0,0,278,44
20180416,ORD,67,3,8,17,-27
20180416,SFO,55,28,0,139,89
20180416,DEN,45,0,0,228,11
20180417,DFW,98,0,0,306,144
20180417,ORD,50,0,0,61,-16
20180417,SFO,37,0,0,172,72
20180417,DEN,108,0,0,228,11
20180418,DFW,72,0,0,261,122
20180418,ORD,52,104,10,28,-10
20180418,SFO,45,0,0,156,106
20180418,DEN,43,0,0,133,-38
20180419,DFW,50,0,0,211,94
20180419,ORD,44,3,3,128,-5
20180419,SFO,65,0,0,172,89
20180419,DEN,92,0,0,206,-27
20180420,DFW,60,0,0,211,89
20180420,ORD,22,0,0,161,-5
20180420,SFO,50,0,0,194,94
20180420,DEN,75,33,0,156,6
20180421,DFW,57,114,0,183,111
20180421,ORD,17,0,0,128,39
20180421,SFO,51,0,0,239,100
20180421,DEN,35,86,33,39,-5
20180422,DFW,66,0,0,206,106
20180422,ORD,47,0,0,167,56
20180422,SFO,47,0,0,244,94
20180422,DEN,31,0,0,183,-5
20180423,DFW,44,0,0,244,106
20180423,ORD,53,0,0,172,61
20180423,SFO,50,0,0,233,111
20180423,DEN,47,0,0,228,33
20180424,DFW,20,0,0,289,117
20180424,ORD,38,0,0,183,89
20180424,SFO,50,0,0,189,117
20180424,DEN,43,25,5,44,0
20180425,DFW,60,28,0,217,100
20180425,ORD,62,0,0,117,33
20180425,SFO,48,0,0,183,106
20180425,DEN,32,0,0,189,-5
20180426,DFW,29,0,0,228,83
20180426,ORD,17,0,0,189,22
20180426,SFO,57,0,0,172,111
20180426,DEN,66,0,0,150,22
20180427,DFW,35,0,0,267,133
20180427,ORD,62,5,0,144,39
20180427,SFO,43,0,0,194,122
20180427,DEN,44,0,0,228,11
20180428,DFW,17,0,0,294,100
20180428,ORD,55,0,0,100,6
20180428,SFO,48,0,0,189,128
20180428,DEN,55,0,0,267,56
20180429,DFW,48,0,0,294,144
20180429,ORD,30,0,0,150,-5
20180429,SFO,81,0,0,178,122
20180429,DEN,64,0,0,283,100
20180430,DFW,72,0,0,278,150
20180430,ORD,56,0,0,267,44
20180430,SFO,75,0,0,172,111
20180430,DEN,45,0,0,228,78
20180501,DFW,79,0,0,267,200
20180501,ORD,69,0,0,300,156
20180501,SFO,56,0,0,194,100
20180501,DEN,53,0,0,206,50
20180502,DFW,81,3,0,306,217
20180502,ORD,55,335,0,300,172
20180502,SFO,41,0,0,194,111
20180502,DEN,39,114,0,111,44
20180503,DFW,61,163,0,256,189
20180503,ORD,32,145,0,211,122
20180503,SFO,58,0,0,189,111
20180503,DEN,66,124,0,111,44
20180504,DFW,35,185,0,228,167
20180504,ORD,64,0,0,233,161
20180504,SFO,62,0,0,206,111
20180504,DEN,44,0,0,206,50
20180505,DFW,36,0,0,278,144
20180505,ORD,38,0,0,278,139
20180505,SFO,65,0,0,161,117
20180505,DEN,42,0,0,239,89
20180506,DFW,22,0,0,311,144
20180506,ORD,44,0,0,200,100
20180506,SFO,67,0,0,183,117
20180506,DEN,38,0,0,267,83
20180507,DFW,34,0,0,333,167
20180507,ORD,25,0,0,239,78
20180507,SFO,65,0,0,217,122
20180507,DEN,37,0,0,267,94
20180508,DFW,65,0,0,322,194
20180508,ORD,31,0,0,272,139
20180508,SFO,55,0,0,211,122
20180508,DEN,34,0,0,250,89
20180509,DFW,67,0,0,311,194
20180509,ORD,60,64,0,272,139
20180509,SFO,91,0,0,194,133
20180509,DEN,31,0,0,267,78
20180510,DFW,74,0,0,306,183
20180510,ORD,41,0,0,228,100
20180510,SFO,81,0,0,189,111
20180510,DEN,53,0,0,322,100
20180511,DFW,92,0,0,317,211
20180511,ORD,67,10,0,111,72
20180511,SFO,49,0,0,239,106
20180511,DEN,52,3,0,267,67
20180512,DFW,76,0,0,322,228
20180512,ORD,56,84,0,100,67
20180512,SFO,42,0,0,244,139
20180512,DEN,56,0,0,189,100
20180513,DFW,66,0,0,322,222
20180513,ORD,28,231,0,194,72
20180513,SFO,54,0,0,194,128
20180513,DEN,44,89,0,161,94
20180514,DFW,62,0,0,317,228
20180514,ORD,37,391,0,283,117
20180514,SFO,54,0,0,183,122
20180514,DEN,30,86,0,183,94
20180515,DFW,41,0,0,311,222
20180515,ORD,49,0,0,217,106
20180515,SFO,47,0,0,194,133
20180515,DEN,40,0,0,250,72
20180516,DFW,37,0,0,328,206
20180516,ORD,24,0,0,261,83
20180516,SFO,54,0,0,200,122
20180516,DEN,37,0,0,272,106
20180517,DFW,25,0,0,339,194
20180517,ORD,41,0,0,206,111
20180517,SFO,75,0,0,183,128
20180517,DEN,48,0,0,300,106
20180518,DFW,57,0,0,350,217
20180518,ORD,49,25,0,183,111
20180518,SFO,64,0,0,178,128
20180518,DEN,45,8,0,183,100
20180519,DFW,70,0,0,333,222
20180519,ORD,24,5,0,206,122
20180519,SFO,80,0,0,172,128
20180519,DEN,56,25,0,106,50
20180520,DFW,39,122,0,267,189
20180520,ORD,61,69,0,128,67
20180520,SFO,89,0,0,167,122
20180520,DEN,34,0,0,144,44
20180521,DFW,17,0,0,317,189
20180521,ORD,28,498,0,178,94
20180521,SFO,51,0,0,194,111
20180521,DEN,38,0,0,261,56
20180522,DFW,34,0,0,317,200
20180522,ORD,21,0,0,194,122
20180522,SFO,51,0,0,161,122
20180522,DEN,39,0,0,272,89
20180523,DFW,31,0,0,328,211
20180523,ORD,18,0,0,267,111
20180523,SFO,47,0,0,172,128
20180523,DEN,37,0,0,278,83
20180524,DFW,34,0,0,322,206
20180524,ORD,23,0,0,306,144
20180524,SFO,41,0,0,178,128
20180524,DEN,29,0,0,300,111
20180525,DFW,45,3,0,328,233
20180525,ORD,40,0,0,317,194
20180525,SFO,41,3,0,183,128
20180525,DEN,43,0,0,328,122
20180526,DFW,33,0,0,361,200
20180526,ORD,31,0,0,322,211
20180526,SFO,58,0,0,189,128
20180526,DEN,47,0,0,344,128
20180527,DFW,30,0,0,356,239
20180527,ORD,21,0,0,361,211
20180527,SFO,42,0,0,233,117
20180527,DEN,62,0,0,306,139
20180528,DFW,28,0,0,344,228
20180528,ORD,32,0,0,350,211
20180528,SFO,48,0,0,289,133
20180528,DEN,52,23,0,211,106
20180529,DFW,36,0,0,350,228
20180529,ORD,30,0,0,306,189
20180529,SFO,74,0,0,217,133
20180529,DEN,44,0,0,256,78
20180530,DFW,66,0,0,344,244
20180530,ORD,36,229,0,300,194
20180530,SFO,101,0,0,167,122
20180530,DEN,45,0,0,289,89
20180531,DFW,77,0,0,356,239
20180531,ORD,43,0,0,317,206
20180531,SFO,96,0,0,178,117
20180531,DEN,64,0,0,333,100
20180601,DFW,63,0,0,356,244
20180601,ORD,60,0,0,244,117
20180601,SFO,51,0,0,239,106
20180601,DEN,41,0,0,333,122
20180602,DFW,49,0,0,367,256
20180602,ORD,39,79,0,211,111
20180602,SFO,47,0,0,294,128
20180602,DEN,41,0,0,261,67
20180603,DFW,52,0,0,333,233
20180603,ORD,64,0,0,256,156
20180603,SFO,60,0,0,239,133
20180603,DEN,30,0,0,261,89
20180604,DFW,28,51,0,289,194
20180604,ORD,45,0,0,267,128
20180604,SFO,102,0,0,194,133
20180604,DEN,41,0,0,339,139
20180605,DFW,43,0,0,344,217
20180605,ORD,59,3,0,222,122
20180605,SFO,80,0,0,183,122
20180605,DEN,42,0,0,350,156
20180606,DFW,55,76,0,356,222
20180606,ORD,26,25,0,261,89
20180606,SFO,82,0,0,183,122
20180606,DEN,47,0,0,350,161
20180607,DFW,60,160,0,350,222
20180607,ORD,39,0,0,272,156
20180607,SFO,85,0,0,189,128
20180607,DEN,75,0,0,333,144
20180608,DFW,51,0,0,344,217
20180608,ORD,37,0,0,228,150
20180608,SFO,89,0,0,211,111
20180608,DEN,46,0,0,356,139
20180609,DFW,55,0,0,344,244
20180609,ORD,26,333,0,278,139
20180609,SFO,91,0,0,194,128
20180609,DEN,44,0,0,350,161
20180610,DFW,61,0,0,356,239
20180610,ORD,35,340,0,217,156
20180610,SFO,85,0,0,200,117
20180610,DEN,48,0,0,361,161
20180611,DFW,73,0,0,350,256
20180611,ORD,43,25,0,211,161
20180611,SFO,75,0,0,217,133
20180611,DEN,48,0,0,278,106
20180612,DFW,55,0,0,350,256
20180612,ORD,17,0,0,267,167
20180612,SFO,65,0,0,244,139
20180612,DEN,43,0,0,306,133
20180613,DFW,54,0,0,361,256
20180613,ORD,39,0,0,272,178
20180613,SFO,75,0,0,244,133
20180613,DEN,49,0,0,344,139
20180614,DFW,55,0,0,361,256
20180614,ORD,20,0,0,272,178
20180614,SFO,46,0,0,250,139
20180614,DEN,60,0,0,361,189
20180615,DFW,66,0,0,361,250
20180615,ORD,30,0,0,317,178
20180615,SFO,55,0,0,189,133
20180615,DEN,44,3,0,350,161
20180616,DFW,74,0,0,350,250
20180616,ORD,43,165,0,333,206
20180616,SFO,52,0,0,217,133
20180616,DEN,38,5,0,306,144
20180617,DFW,58,0,0,344,244
20180617,ORD,48,0,0,339,256
20180617,SFO,39,0,0,222,139
20180617,DEN,47,64,0,250,133
20180618,DFW,58,0,0,333,250
20180618,ORD,57,91,0,350,189
20180618,SFO,57,0,0,217,133
20180618,DEN,47,5,0,278,122
20180619,DFW,54,13,0,294,228
20180619,ORD,38,5,0,272,172
20180619,SFO,63,0,0,194,133
20180619,DEN,64,0,0,261,128
20180620,DFW,32,8,0,333,233
20180620,ORD,36,0,0,250,183
20180620,SFO,73,0,0,183,128
20180620,DEN,43,0,0,256,106
20180621,DFW,26,0,0,367,233
20180621,ORD,57,358,0,194,167
20180621,SFO,79,0,0,206,122
20180621,DEN,38,0,0,300,100
20180622,DFW,51,0,0,383,267
20180622,ORD,62,312,0,178,150
20180622,SFO,57,0,0,0,0
20180622,DEN,47,0,0,322,128
20180623,DFW,60,5,0,361,244
20180623,ORD,24,0,0,272,167
20180623,SFO,45,0,0,0,0
20180623,DEN,42,0,0,317,106
20180624,DFW,88,0,0,372,272
20180624,ORD,39,0,0,267,178
20180624,SFO,37,0,0,0,0
20180624,DEN,35,33,0,211,106
20180625,DFW,76,10,0,344,228
20180625,ORD,51,0,0,256,161
20180625,SFO,47,0,0,0,0
20180625,DEN,35,0,0,283,89
20180626,DFW,75,0,0,372,261
20180626,ORD,40,193,0,289,189
20180626,SFO,63,0,0,0,0
20180626,DEN,43,0,0,361,133
20180627,DFW,64,0,0,378,261
20180627,ORD,30,8,0,267,206
20180627,SFO,47,0,0,0,0
20180627,DEN,50,0,0,383,178
20180628,DFW,64,0,0,378,261
20180628,ORD,21,0,0,311,200
20180628,SFO,68,0,0,0,0
20180628,DEN,55,0,0,406,172
20180629,DFW,80,0,0,372,256
20180629,ORD,45,0,0,356,228
20180629,SFO,57,0,0,0,0
20180629,DEN,68,0,0,361,189
20180630,DFW,77,0,0,378,256
20180630,ORD,50,0,0,344,267
20180630,SFO,37,0,0,0,0
20180630,DEN,59,0,0,244,106
20180701,DFW,61,0,0,389,250
20180701,ORD,55,61,0,344,244
20180701,SFO,34,0,0,0,0
20180701,DEN,33,0,0,322,83
20180702,DFW,43,0,0,383,256
20180702,ORD,26,0,0,294,206
20180702,SFO,41,0,0,0,0
20180702,DEN,47,5,0,350,133
20180703,DFW,38,0,0,394,261
20180703,ORD,28,0,0,317,172
20180703,SFO,43,0,0,0,0
20180703,DEN,41,0,0,372,139
20180704,DFW,46,0,0,339,244
20180704,ORD,34,3,0,339,244
20180704,SFO,65,0,0,0,0
20180704,DEN,46,0,0,339,144
20180705,DFW,28,0,0,361,228
20180705,ORD,29,5,0,333,233
20180705,SFO,62,0,0,0,0
20180705,DEN,72,0,0,306,167
20180706,DFW,38,0,0,361,256
20180706,ORD,62,0,0,239,178
20180706,SFO,55,0,0,0,0
20180706,DEN,50,0,0,333,156
20180707,DFW,41,0,0,356,233
20180707,ORD,31,0,0,278,150
20180707,SFO,83,0,0,0,0
20180707,DEN,46,0,0,367,167
20180708,DFW,38,0,0,356,244
20180708,ORD,19,0,0,311,172
20180708,SFO,73,0,0,0,0
20180708,DEN,48,0,0,367,194
20180709,DFW,32,0,0,328,239
20180709,ORD,35,0,0,328,194
20180709,SFO,80,0,0,0,0
20180709,DEN,52,0,0,350,172
20180710,DFW,26,8,0,356,228
20180710,ORD,48,0,0,306,217
20180710,SFO,75,0,0,0,0
20180710,DEN,57,0,0,367,178
20180711,DFW,31,0,0,367,233
20180711,ORD,29,0,0,306,194
20180711,SFO,51,0,0,0,0
20180711,DEN,45,0,0,356,156
20180712,DFW,37,41,0,367,222
20180712,ORD,33,0,0,306,211
20180712,SFO,48,0,0,239,139
20180712,DEN,52,0,0,311,167
20180713,DFW,41,0,0,361,222
20180713,ORD,39,0,0,350,222
20180713,SFO,62,0,0,217,144
20180713,DEN,37,0,0,322,161
20180714,DFW,51,0,0,378,261
20180714,ORD,21,66,0,278,222
20180714,SFO,72,0,0,217,128
20180714,DEN,48,0,0,361,178
20180715,DFW,52,0,0,378,261
20180715,ORD,17,0,0,328,222
20180715,SFO,65,0,0,206,128
20180715,DEN,51,53,0,239,150
20180716,DFW,41,0,0,383,267
20180716,ORD,27,20,0,339,222
20180716,SFO,68,0,0,206,128
20180716,DEN,29,18,0,328,150
20180717,DFW,43,0,0,400,267
20180717,ORD,44,0,0,272,200
20180717,SFO,63,0,0,194,128
20180717,DEN,45,0,0,311,156
20180718,DFW,49,0,0,411,278
20180718,ORD,33,0,0,267,172
20180718,SFO,54,0,0,217,128
20180718,DEN,44,0,0,350,172
20180719,DFW,57,0,0,422,283
20180719,ORD,46,8,0,306,194
20180719,SFO,45,0,0,222,128
20180719,DEN,38,0,0,367,178
20180720,DFW,55,0,0,422,272
20180720,ORD,52,38,0,256,211
20180720,SFO,38,0,0,283,133
20180720,DEN,42,0,0,361,189
20180721,DFW,48,0,0,428,272
20180721,ORD,58,30,0,261,206
20180721,SFO,55,0,0,239,150
20180721,DEN,36,0,0,361,200
20180722,DFW,38,0,0,428,261
20180722,ORD,66,33,0,244,194
20180722,SFO,62,0,0,222,144
20180722,DEN,53,0,0,350,183
20180723,DFW,49,0,0,400,278
20180723,ORD,41,0,0,278,183
20180723,SFO,69,0,0,211,128
20180723,DEN,40,109,0,256,172
20180724,DFW,40,0,0,367,250
20180724,ORD,22,0,0,311,189
20180724,SFO,67,0,0,194,128
20180724,DEN,43,33,0,322,172
20180725,DFW,22,0,0,378,250
20180725,ORD,35,0,0,322,194
20180725,SFO,72,0,0,211,128
20180725,DEN,51,20,0,267,156
20180726,DFW,30,0,0,394,256
20180726,ORD,46,8,0,272,189
20180726,SFO,73,0,0,206,128
20180726,DEN,42,20,0,283,144
20180727,DFW,32,0,0,372,300
20180727,ORD,36,0,0,261,167
20180727,SFO,63,0,0,183,128
20180727,DEN,52,0,0,294,144
